patch_id,ndb_ufes_patch_label,ndb_ufes_patch_label_status,sab_patch_label,patch_label_agreement_status,final_validated_wsi_id,public_wsi_pseudonym
p0840,oscc,available,oscc,agrees,public_ndb_wsi_0216,public_ndb_wsi_0216
p0841,oscc,available,oscc,agrees,public_ndb_wsi_0216,public_ndb_wsi_0216
p0842,oscc,available,oscc,agrees,public_ndb_wsi_0216,public_ndb_wsi_0216
p0843,oscc,available,oscc,agrees,public_ndb_wsi_0216,public_ndb_wsi_0216
p0844,oscc,available,oscc,agrees,public_ndb_wsi_0216,public_ndb_wsi_0216
p0845,oscc,available,oscc,agrees,public_ndb_wsi_0216,public_ndb_wsi_0216
p0846,oscc,available,oscc,agrees,public_ndb_wsi_0216,public_ndb_wsi_0216
p0847,oscc,available,oscc,agrees,public_ndb_wsi_0216,public_ndb_wsi_0216
p0848,oscc,available,oscc,agrees,public_ndb_wsi_0216,public_ndb_wsi_0216
p0849,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0042,public_ndb_wsi_0042
p0850,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0042,public_ndb_wsi_0042
p0851,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0042,public_ndb_wsi_0042
p0852,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0042,public_ndb_wsi_0042
p0853,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0042,public_ndb_wsi_0042
p0854,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0043,public_ndb_wsi_0043
p0855,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0043,public_ndb_wsi_0043
p0856,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0043,public_ndb_wsi_0043
p0857,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0043,public_ndb_wsi_0043
p0858,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0043,public_ndb_wsi_0043
p0859,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0043,public_ndb_wsi_0043
p0860,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0043,public_ndb_wsi_0043
p0861,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0043,public_ndb_wsi_0043
p0862,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0043,public_ndb_wsi_0043
p0863,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0043,public_ndb_wsi_0043
p0864,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0043,public_ndb_wsi_0043
p0865,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0043,public_ndb_wsi_0043
p0866,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0043,public_ndb_wsi_0043
p0867,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0043,public_ndb_wsi_0043
p0868,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0006,public_ndb_wsi_0006
p0869,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0006,public_ndb_wsi_0006
p0870,without_dysplasia,available,without_dysplasia,agrees,sab_only_wsi_0015,sab_only_wsi_0015
p0871,without_dysplasia,available,without_dysplasia,agrees,sab_only_wsi_0015,sab_only_wsi_0015
p0872,without_dysplasia,available,without_dysplasia,agrees,sab_only_wsi_0021,sab_only_wsi_0021
p0873,without_dysplasia,available,without_dysplasia,agrees,sab_only_wsi_0021,sab_only_wsi_0021
p0874,without_dysplasia,available,without_dysplasia,agrees,sab_only_wsi_0021,sab_only_wsi_0021
p0875,without_dysplasia,available,without_dysplasia,agrees,sab_only_wsi_0021,sab_only_wsi_0021
p0876,without_dysplasia,available,without_dysplasia,agrees,sab_only_wsi_0021,sab_only_wsi_0021
p0877,without_dysplasia,available,without_dysplasia,agrees,sab_only_wsi_0021,sab_only_wsi_0021
p0878,without_dysplasia,available,without_dysplasia,agrees,sab_only_wsi_0021,sab_only_wsi_0021
p0879,without_dysplasia,available,without_dysplasia,agrees,sab_only_wsi_0027,sab_only_wsi_0027
p0880,without_dysplasia,available,without_dysplasia,agrees,sab_only_wsi_0027,sab_only_wsi_0027
p0881,without_dysplasia,available,without_dysplasia,agrees,sab_only_wsi_0027,sab_only_wsi_0027
p0882,without_dysplasia,available,without_dysplasia,agrees,sab_only_wsi_0027,sab_only_wsi_0027
p0883,without_dysplasia,available,without_dysplasia,agrees,sab_only_wsi_0027,sab_only_wsi_0027
p0884,without_dysplasia,available,without_dysplasia,agrees,sab_only_wsi_0027,sab_only_wsi_0027
p0885,without_dysplasia,available,without_dysplasia,agrees,sab_only_wsi_0027,sab_only_wsi_0027
p0886,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0022,public_ndb_wsi_0022
p0887,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0022,public_ndb_wsi_0022
p0888,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0022,public_ndb_wsi_0022
p0889,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0022,public_ndb_wsi_0022
p0890,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0023,public_ndb_wsi_0023
p0891,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0024,public_ndb_wsi_0024
p0892,without_dysplasia,available,without_dysplasia,agrees,sab_only_wsi_0042,sab_only_wsi_0042
p0893,without_dysplasia,available,without_dysplasia,agrees,sab_only_wsi_0042,sab_only_wsi_0042
p0894,without_dysplasia,available,without_dysplasia,agrees,sab_only_wsi_0042,sab_only_wsi_0042
p0895,without_dysplasia,available,without_dysplasia,agrees,sab_only_wsi_0042,sab_only_wsi_0042
p0896,without_dysplasia,available,without_dysplasia,agrees,sab_only_wsi_0045,sab_only_wsi_0045
p0897,without_dysplasia,available,without_dysplasia,agrees,sab_only_wsi_0045,sab_only_wsi_0045
p0898,without_dysplasia,available,without_dysplasia,agrees,sab_only_wsi_0045,sab_only_wsi_0045
p0899,without_dysplasia,available,without_dysplasia,agrees,sab_only_wsi_0045,sab_only_wsi_0045
p0900,without_dysplasia,available,without_dysplasia,agrees,sab_only_wsi_0045,sab_only_wsi_0045
p0901,without_dysplasia,available,without_dysplasia,agrees,sab_only_wsi_0045,sab_only_wsi_0045
p0902,without_dysplasia,available,without_dysplasia,agrees,sab_only_wsi_0045,sab_only_wsi_0045
p0903,without_dysplasia,available,without_dysplasia,agrees,sab_only_wsi_0045,sab_only_wsi_0045
p0904,without_dysplasia,available,without_dysplasia,agrees,sab_only_wsi_0045,sab_only_wsi_0045
p0905,without_dysplasia,available,without_dysplasia,agrees,sab_only_wsi_0045,sab_only_wsi_0045
p0906,without_dysplasia,available,without_dysplasia,agrees,sab_only_wsi_0045,sab_only_wsi_0045
p0907,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0036,public_ndb_wsi_0036
p0908,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0037,public_ndb_wsi_0037
p0909,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0037,public_ndb_wsi_0037
p0910,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0037,public_ndb_wsi_0037
p0911,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0037,public_ndb_wsi_0037
p0912,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0037,public_ndb_wsi_0037
p0913,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0037,public_ndb_wsi_0037
p0914,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0037,public_ndb_wsi_0037
p0915,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0037,public_ndb_wsi_0037
p0916,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0037,public_ndb_wsi_0037
p0917,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0037,public_ndb_wsi_0037
p0918,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0037,public_ndb_wsi_0037
p0919,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0037,public_ndb_wsi_0037
p0920,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0037,public_ndb_wsi_0037
p0921,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0037,public_ndb_wsi_0037
p0922,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0037,public_ndb_wsi_0037
p0923,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0037,public_ndb_wsi_0037
p0924,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0037,public_ndb_wsi_0037
p0925,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0047,public_ndb_wsi_0047
p0926,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0047,public_ndb_wsi_0047
p0927,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0046,public_ndb_wsi_0046
p0928,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0046,public_ndb_wsi_0046
p0929,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0046,public_ndb_wsi_0046
p0930,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0046,public_ndb_wsi_0046
p0931,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0046,public_ndb_wsi_0046
p0932,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0050,public_ndb_wsi_0050
p0933,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0050,public_ndb_wsi_0050
p0934,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0050,public_ndb_wsi_0050
p0935,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0050,public_ndb_wsi_0050
p0936,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0050,public_ndb_wsi_0050
p0937,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0050,public_ndb_wsi_0050
p0938,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0050,public_ndb_wsi_0050
p0939,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0050,public_ndb_wsi_0050
p0940,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0050,public_ndb_wsi_0050
p0941,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0050,public_ndb_wsi_0050
p0942,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0050,public_ndb_wsi_0050
p0943,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0050,public_ndb_wsi_0050
p0944,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0050,public_ndb_wsi_0050
p0945,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0050,public_ndb_wsi_0050
p0946,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0056,public_ndb_wsi_0056
p0947,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0056,public_ndb_wsi_0056
p0948,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0054,public_ndb_wsi_0054
p0949,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0054,public_ndb_wsi_0054
p0950,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0055,public_ndb_wsi_0055
p0951,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0055,public_ndb_wsi_0055
p0952,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0055,public_ndb_wsi_0055
p0953,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0055,public_ndb_wsi_0055
p0954,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0055,public_ndb_wsi_0055
p0955,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0055,public_ndb_wsi_0055
p0956,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0055,public_ndb_wsi_0055
p0957,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0055,public_ndb_wsi_0055
p0958,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0055,public_ndb_wsi_0055
p0959,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0063,public_ndb_wsi_0063
p0960,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0063,public_ndb_wsi_0063
p0961,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0063,public_ndb_wsi_0063
p0962,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0063,public_ndb_wsi_0063
p0963,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0058,public_ndb_wsi_0058
p0964,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0058,public_ndb_wsi_0058
p0965,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0058,public_ndb_wsi_0058
p0966,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0059,public_ndb_wsi_0059
p0967,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0060,public_ndb_wsi_0060
p0968,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0060,public_ndb_wsi_0060
p0969,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0060,public_ndb_wsi_0060
p0970,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0060,public_ndb_wsi_0060
p0971,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0060,public_ndb_wsi_0060
p0972,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0061,public_ndb_wsi_0061
p0973,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0061,public_ndb_wsi_0061
p0974,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0061,public_ndb_wsi_0061
p0975,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0061,public_ndb_wsi_0061
p0976,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0061,public_ndb_wsi_0061
p0977,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0061,public_ndb_wsi_0061
p0978,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0061,public_ndb_wsi_0061
p0979,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0061,public_ndb_wsi_0061
p0980,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0061,public_ndb_wsi_0061
p0981,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0061,public_ndb_wsi_0061
p0982,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0064,public_ndb_wsi_0064
p0983,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0064,public_ndb_wsi_0064
p0984,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0064,public_ndb_wsi_0064
p0985,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0065,public_ndb_wsi_0065
p0986,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0065,public_ndb_wsi_0065
p0987,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0065,public_ndb_wsi_0065
p0988,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0065,public_ndb_wsi_0065
p0989,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0065,public_ndb_wsi_0065
p0990,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0065,public_ndb_wsi_0065
p0991,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0065,public_ndb_wsi_0065
p0992,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0065,public_ndb_wsi_0065
p0993,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0065,public_ndb_wsi_0065
p0994,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0065,public_ndb_wsi_0065
p0995,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0065,public_ndb_wsi_0065
p0996,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0065,public_ndb_wsi_0065
p0997,without_dysplasia,available,without_dysplasia,agrees,sab_only_wsi_0084,sab_only_wsi_0084
p0998,without_dysplasia,available,without_dysplasia,agrees,sab_only_wsi_0084,sab_only_wsi_0084
p0999,without_dysplasia,available,without_dysplasia,agrees,sab_only_wsi_0087,sab_only_wsi_0087
p1000,without_dysplasia,available,without_dysplasia,agrees,sab_only_wsi_0087,sab_only_wsi_0087
p1001,without_dysplasia,available,without_dysplasia,agrees,sab_only_wsi_0087,sab_only_wsi_0087
p1002,without_dysplasia,available,without_dysplasia,agrees,sab_only_wsi_0087,sab_only_wsi_0087
p1003,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0068,public_ndb_wsi_0068
p1004,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0068,public_ndb_wsi_0068
p1005,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0068,public_ndb_wsi_0068
p1006,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0068,public_ndb_wsi_0068
p1007,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0068,public_ndb_wsi_0068
p1008,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0068,public_ndb_wsi_0068
p1009,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0068,public_ndb_wsi_0068
p1010,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0068,public_ndb_wsi_0068
p1011,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0068,public_ndb_wsi_0068
p1012,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0068,public_ndb_wsi_0068
p1013,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0069,public_ndb_wsi_0069
p1014,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0069,public_ndb_wsi_0069
p1015,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0069,public_ndb_wsi_0069
p1016,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0069,public_ndb_wsi_0069
p1017,without_dysplasia,available,without_dysplasia,agrees,sab_only_wsi_0095,sab_only_wsi_0095
p1018,without_dysplasia,available,without_dysplasia,agrees,sab_only_wsi_0095,sab_only_wsi_0095
p1019,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0076,public_ndb_wsi_0076
p1020,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0076,public_ndb_wsi_0076
p1021,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0076,public_ndb_wsi_0076
p1022,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0076,public_ndb_wsi_0076
p1023,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0076,public_ndb_wsi_0076
p1024,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0081,public_ndb_wsi_0081
p1025,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0081,public_ndb_wsi_0081
p1026,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0081,public_ndb_wsi_0081
p1027,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0081,public_ndb_wsi_0081
p1028,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0081,public_ndb_wsi_0081
p1029,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0080,public_ndb_wsi_0080
p1030,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0080,public_ndb_wsi_0080
p1031,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0080,public_ndb_wsi_0080
p1032,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0080,public_ndb_wsi_0080
p1033,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0080,public_ndb_wsi_0080
p1034,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0083,public_ndb_wsi_0083
p1035,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0083,public_ndb_wsi_0083
p1036,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0086,public_ndb_wsi_0086
p1037,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0086,public_ndb_wsi_0086
p1038,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0086,public_ndb_wsi_0086
p1039,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0082,public_ndb_wsi_0082
p1040,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0082,public_ndb_wsi_0082
p1041,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0082,public_ndb_wsi_0082
p1042,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0082,public_ndb_wsi_0082
p1043,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0082,public_ndb_wsi_0082
p1044,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0082,public_ndb_wsi_0082
p1045,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0082,public_ndb_wsi_0082
p1046,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0082,public_ndb_wsi_0082
p1047,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0082,public_ndb_wsi_0082
p1048,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0082,public_ndb_wsi_0082
p1049,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0082,public_ndb_wsi_0082
p1050,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0182,public_ndb_wsi_0182
p1051,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0182,public_ndb_wsi_0182
p1052,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0182,public_ndb_wsi_0182
p1053,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0182,public_ndb_wsi_0182
p1054,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0182,public_ndb_wsi_0182
p1055,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0182,public_ndb_wsi_0182
p1056,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0182,public_ndb_wsi_0182
p1057,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0091,public_ndb_wsi_0091
p1058,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0091,public_ndb_wsi_0091
p1059,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0091,public_ndb_wsi_0091
p1060,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0091,public_ndb_wsi_0091
p1061,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0091,public_ndb_wsi_0091
p1062,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0091,public_ndb_wsi_0091
p1063,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0091,public_ndb_wsi_0091
p1064,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0089,public_ndb_wsi_0089
p1065,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0089,public_ndb_wsi_0089
p1066,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0089,public_ndb_wsi_0089
p1067,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0089,public_ndb_wsi_0089
p1068,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0089,public_ndb_wsi_0089
p1069,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0093,public_ndb_wsi_0093
p1070,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0093,public_ndb_wsi_0093
p1071,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0093,public_ndb_wsi_0093
p1072,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0093,public_ndb_wsi_0093
p1073,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0093,public_ndb_wsi_0093
p1074,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0093,public_ndb_wsi_0093
p1075,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0093,public_ndb_wsi_0093
p1076,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0093,public_ndb_wsi_0093
p1077,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0093,public_ndb_wsi_0093
p1078,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0087,public_ndb_wsi_0087
p1079,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0095,public_ndb_wsi_0095
p1080,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0095,public_ndb_wsi_0095
p1081,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0095,public_ndb_wsi_0095
p1082,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0095,public_ndb_wsi_0095
p1083,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0095,public_ndb_wsi_0095
p1084,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0095,public_ndb_wsi_0095
p1085,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0095,public_ndb_wsi_0095
p1086,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0095,public_ndb_wsi_0095
p1087,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0095,public_ndb_wsi_0095
p1088,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0096,public_ndb_wsi_0096
p1089,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0096,public_ndb_wsi_0096
p1090,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0096,public_ndb_wsi_0096
p1091,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0096,public_ndb_wsi_0096
p1092,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0096,public_ndb_wsi_0096
p1093,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0096,public_ndb_wsi_0096
p1094,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0096,public_ndb_wsi_0096
p1095,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0096,public_ndb_wsi_0096
p1096,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0096,public_ndb_wsi_0096
p1097,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0096,public_ndb_wsi_0096
p1098,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0096,public_ndb_wsi_0096
p1099,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0096,public_ndb_wsi_0096
p1100,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0096,public_ndb_wsi_0096
p1101,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0102,public_ndb_wsi_0102
p1102,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0101,public_ndb_wsi_0101
p1103,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0101,public_ndb_wsi_0101
p1104,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0101,public_ndb_wsi_0101
p1105,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0106,public_ndb_wsi_0106
p1106,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0106,public_ndb_wsi_0106
p1107,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0106,public_ndb_wsi_0106
p1108,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0106,public_ndb_wsi_0106
p1109,without_dysplasia,available,without_dysplasia,agrees,public_ndb_wsi_0108,public_ndb_wsi_0108
